0.000	0.000
0.003	0.000
0.006	312.112
0.009	312.112
0.012	312.112
0.015	312.112
0.017	312.112
0.020	312.112
0.023	312.112
0.026	312.112
0.029	312.112
0.032	312.112
0.035	312.112
0.038	312.112
0.041	312.112
0.044	312.112
0.046	312.112
0.049	312.112
0.052	312.112
0.055	312.112
0.058	312.112
0.061	312.112
0.064	312.112
0.067	312.112
0.070	312.112
0.073	312.112
0.075	312.112
0.078	312.112
0.081	312.112
0.084	312.112
0.087	312.112
0.090	312.112
0.093	312.112
0.096	312.112
0.099	312.112
0.102	312.112
0.104	312.112
0.107	312.112
0.110	312.112
0.113	312.112
0.116	312.112
0.119	312.112
0.122	312.112
0.125	312.112
0.128	312.112
0.131	312.112
0.134	312.112
0.136	312.112
0.139	312.112
0.142	312.112
0.145	312.112
0.148	312.112
0.151	312.112
0.154	312.112
0.157	312.112
0.160	312.112
0.163	312.112
0.165	312.112
0.168	312.112
0.171	312.112
0.174	312.112
0.177	312.112
0.180	312.112
0.183	312.112
0.186	312.112
0.189	312.112
0.192	312.112
0.194	312.112
0.197	312.112
0.200	312.112
0.203	312.112
0.206	312.112
0.209	312.112
0.212	312.112
0.215	312.112
0.218	312.112
0.221	312.112
0.223	312.112
0.226	312.112
0.229	312.112
0.232	312.112
0.235	312.112
0.238	312.112
0.241	312.112
0.244	312.112
0.247	312.112
0.250	312.112
0.253	312.112
0.255	312.112
0.258	312.112
0.261	312.112
0.264	312.112
0.267	312.112
0.270	312.112
0.273	312.112
0.276	312.112
0.279	312.112
0.282	312.112
0.284	312.112
0.287	312.112
0.290	312.112
0.293	312.112
0.296	312.112
0.299	312.112
0.302	312.112
0.305	312.112
0.308	312.112
0.311	312.112
0.313	312.112
0.316	312.112
0.319	312.112
0.322	312.112
0.325	312.112
0.328	312.112
0.331	312.112
0.334	312.112
0.337	312.112
0.340	312.112
0.342	312.112
0.345	312.112
0.348	312.112
0.351	312.112
0.354	312.112
0.357	312.112
0.360	312.112
0.363	312.112
0.366	312.112
0.369	312.112
0.372	312.112
0.374	312.112
0.377	312.112
0.380	312.112
0.383	312.112
0.386	312.112
0.389	312.112
0.392	312.112
0.395	312.112
0.398	312.112
0.401	312.112
0.403	312.112
0.406	312.112
0.409	312.112
0.412	312.112
0.415	312.112
0.418	312.112
0.421	312.112
0.424	312.112
0.427	312.112
0.430	312.112
0.432	312.112
0.435	312.112
0.438	312.112
0.441	312.112
0.444	312.112
0.447	312.112
0.450	312.112
0.453	312.112
0.456	312.112
0.459	312.112
0.461	312.112
0.464	312.112
0.467	312.112
0.470	312.112
0.473	312.112
0.476	312.112
0.479	312.112
0.482	312.112
0.485	312.112
0.488	312.112
0.491	312.112
0.493	312.112
0.496	312.112
0.499	312.112
0.502	312.112
0.505	312.112
0.508	312.112
0.511	312.112
0.514	312.112
0.517	312.112
0.520	312.112
0.522	312.112
0.525	312.112
0.528	312.112
0.531	312.112
0.534	312.112
0.537	312.112
0.540	312.112
0.543	312.112
0.546	312.112
0.549	312.112
0.551	312.112
0.554	312.112
0.557	312.112
0.560	312.112
0.563	312.112
0.566	312.112
0.569	0.000
0.572	0.000
0.575	0.000
0.578	0.000
0.580	0.000
0.583	0.000
0.586	0.000
0.589	0.000
0.592	0.000
0.595	0.000
0.598	0.000
0.601	0.000
0.604	0.000
0.607	0.000
0.610	0.000
0.612	0.000
0.615	0.000
0.618	0.000
0.621	0.000
0.624	0.000
0.627	0.000
0.630	0.000
0.633	0.000
0.636	0.000
0.639	0.000
0.641	0.000
0.644	0.000
0.647	0.000
0.650	0.000
0.653	0.000
0.656	0.000
0.659	0.000
0.662	0.000
0.665	0.000
0.668	0.000
0.670	0.000
0.673	0.000
0.676	0.000
0.679	0.000
0.682	0.000
0.685	0.000
0.688	0.000
0.691	0.000
0.694	0.000
0.697	0.000
0.700	0.000
0.702	0.000
0.705	0.000
0.708	0.000
0.711	0.000
0.714	0.000
0.717	0.000
0.720	0.000
0.723	0.000
0.726	0.000
0.729	0.000
0.731	0.000
0.734	0.000
0.737	0.000
0.740	0.000
0.743	0.000
0.746	0.000
0.749	0.000
0.752	0.000
0.755	0.000
0.758	0.000
0.760	0.000
0.763	0.000
0.766	0.000
0.769	0.000
0.772	0.000
0.775	0.000
0.778	0.000
0.781	0.000
0.784	0.000
0.787	0.000
0.789	0.000
0.792	0.000
0.795	0.000
0.798	0.000
0.801	0.000
0.804	0.000
0.807	0.000
0.810	0.000
0.813	0.000
0.816	0.000
0.819	0.000
0.821	0.000
0.824	0.000
0.827	0.000
0.830	0.000
0.833	0.000
0.836	0.000
0.839	0.000
0.842	0.000
0.845	0.000
0.848	0.000
0.850	0.000
0.853	0.000
0.856	0.000
0.859	0.000
0.862	0.000
0.865	0.000
0.868	0.000
0.871	0.000
0.874	0.000
0.877	0.000
0.879	0.000
0.882	0.000
0.885	0.000
0.888	0.000
0.891	0.000
0.894	0.000
0.897	0.000
0.900	0.000
0.903	0.000
0.906	0.000
0.908	0.000
0.911	0.000
0.914	0.000
0.917	0.000
0.920	0.000
0.923	0.000
0.926	0.000
0.929	0.000
0.932	0.000
0.935	0.000
0.938	0.000
0.940	0.000
0.943	0.000
0.946	0.000
0.949	0.000
0.952	0.000
0.955	0.000
0.958	0.000
0.961	0.000
0.964	0.000
0.967	0.000
0.969	0.000
0.972	0.000
0.975	0.000
0.978	0.000
0.981	0.000
0.984	0.000
0.987	0.000
0.990	0.000
0.993	0.000
0.996	0.000
0.998	0.000
1.001	0.000
1.004	0.000
1.007	0.000
1.010	0.000
1.013	0.000
1.016	0.000
1.019	0.000
1.022	0.000
1.025	0.000
1.027	0.000
1.030	0.000
1.033	0.000
1.036	0.000
1.039	0.000
1.042	0.000
1.045	0.000
1.048	0.000
1.051	0.000
1.054	0.000
1.057	0.000
1.059	0.000
1.062	0.000
1.065	0.000
1.068	0.000
1.071	0.000
1.074	0.000
1.077	0.000
1.080	0.000
1.083	0.000
1.086	0.000
1.088	0.000
1.091	0.000
1.094	0.000
1.097	0.000
1.100	0.000
1.103	0.000
1.106	0.000
1.109	0.000
1.112	0.000
1.115	0.000
1.117	0.000
1.120	0.000
1.123	0.000
1.126	0.000
1.129	0.000
1.132	0.000
1.135	0.000
1.138	0.000
1.141	0.000
1.144	0.000
1.146	0.000
1.149	0.000
1.152	0.000
1.155	0.000
1.158	0.000
1.161	0.000
1.164	0.000
1.167	0.000
1.170	0.000
1.173	0.000
1.176	0.000
1.178	0.000
1.181	0.000
1.184	0.000
1.187	0.000
1.190	0.000
1.193	0.000
1.196	0.000
1.199	0.000
1.202	0.000
1.205	0.000
1.207	0.000
1.210	0.000
1.213	0.000
1.216	0.000
1.219	0.000
1.222	418.428
1.225	418.428
1.228	418.428
1.231	418.428
1.234	418.428
1.236	418.428
1.239	418.428
1.242	418.428
1.245	418.428
1.248	418.428
1.251	418.428
1.254	418.428
1.257	418.428
