0.000	345.504
0.003	345.504
0.006	345.504
0.009	345.504
0.012	345.504
0.015	345.504
0.017	345.504
0.020	345.504
0.023	345.504
0.026	345.504
0.029	345.504
0.032	345.504
0.035	345.504
0.038	345.504
0.041	345.504
0.044	345.504
0.046	345.504
0.049	345.504
0.052	345.504
0.055	345.504
0.058	345.504
0.061	345.504
0.064	345.504
0.067	345.504
0.070	345.504
0.073	345.504
0.075	345.504
0.078	345.504
0.081	345.504
0.084	345.504
0.087	345.504
0.090	345.504
0.093	390.625
0.096	390.625
0.099	390.625
0.102	390.625
0.104	390.625
0.107	390.625
0.110	390.625
0.113	390.625
0.116	390.625
0.119	390.625
0.122	390.625
0.125	390.625
0.128	390.625
0.131	390.625
0.134	390.625
0.136	390.625
0.139	390.625
0.142	390.625
0.145	390.625
0.148	390.625
0.151	390.625
0.154	390.625
0.157	390.625
0.160	390.625
0.163	390.625
0.165	390.625
0.168	390.625
0.171	390.625
0.174	390.625
0.177	390.625
0.180	390.625
0.183	390.625
0.186	390.625
0.189	390.625
0.192	390.625
0.194	390.625
0.197	390.625
0.200	390.625
0.203	390.625
0.206	390.625
0.209	390.625
0.212	390.625
0.215	390.625
0.218	390.625
0.221	390.625
0.223	390.625
0.226	390.625
0.229	390.625
0.232	390.625
0.235	390.625
0.238	390.625
0.241	390.625
0.244	390.625
0.247	390.625
0.250	390.625
0.253	390.625
0.255	390.625
0.258	390.625
0.261	390.625
0.264	390.625
0.267	390.625
0.270	390.625
0.273	390.625
0.276	390.625
0.279	390.625
0.282	390.625
0.284	390.625
0.287	390.625
0.290	390.625
0.293	390.625
0.296	390.625
0.299	390.625
0.302	390.625
0.305	390.625
0.308	390.625
0.311	390.625
0.313	390.625
0.316	390.625
0.319	390.625
0.322	390.625
0.325	390.625
0.328	390.625
0.331	390.625
0.334	390.625
0.337	390.625
0.340	390.625
0.342	390.625
0.345	390.625
0.348	390.625
0.351	390.625
0.354	390.625
0.357	390.625
0.360	345.504
0.363	345.504
0.366	345.504
0.369	345.504
0.372	345.504
0.374	345.504
0.377	345.504
0.380	345.504
0.383	345.504
0.386	345.504
0.389	345.504
0.392	345.504
0.395	345.504
0.398	345.504
0.401	345.504
0.403	345.504
0.406	345.504
0.409	345.504
0.412	345.504
0.415	345.504
0.418	345.504
0.421	345.504
0.424	345.504
0.427	345.504
0.430	345.504
0.432	345.504
0.435	345.504
0.438	345.504
0.441	345.504
0.444	345.504
0.447	345.504
0.450	345.504
0.453	345.504
0.456	345.504
0.459	345.504
0.461	345.504
0.464	345.504
0.467	345.504
0.470	345.504
0.473	345.504
0.476	345.504
0.479	345.504
0.482	345.504
0.485	345.504
0.488	345.504
0.491	345.504
0.493	345.504
0.496	345.504
0.499	345.504
0.502	345.504
0.505	345.504
0.508	345.504
0.511	345.504
0.514	345.504
0.517	345.504
0.520	345.504
0.522	345.504
0.525	345.504
0.528	345.504
0.531	345.504
0.534	345.504
0.537	345.504
0.540	345.504
0.543	345.504
0.546	345.504
0.549	345.504
0.551	345.504
0.554	345.504
0.557	345.504
0.560	345.504
0.563	345.504
0.566	345.504
0.569	345.504
0.572	345.504
0.575	345.504
